id,Region_Code,Region,Area_Code,Area,Electorate,ExpectedBallots,VerifiedBallotPapers,Pct_Turnout,Votes_Cast,Valid_Votes,Remain,Leave,Rejected_Ballots,No_official_mark,Voting_for_both_answers,Writing_or_mark,Unmarked_or_void,Pct_Remain,Pct_Leave,Pct_Rejected
178,S92000003,Scotland,S12000040,West Lothian,130925,88556,88556,67.64,88556,88508,51560,36948,48,0,22,2,24,58.25,41.75,0.05
150,S92000003,Scotland,S12000041,Angus,87137,59295,59282,68.03,59282,59258,32747,26511,24,0,9,1,14,55.26,44.74,0.04
156,S92000003,Scotland,S12000042,Dundee City,105554,66418,66418,62.92,66418,66385,39688,26697,33,0,12,0,21,59.78,40.22,0.05
170,S92000003,Scotland,S12000044,North Lanarkshire,254567,155045,155045,60.91,155045,154949,95549,59400,96,2,19,2,73,61.66,38.34,0.06
158,S92000003,Scotland,S12000045,East Dunbartonshire,83031,62418,62418,75.17,62418,62374,44534,17840,44,0,7,0,37,71.4,28.6,0.07
164,S92000003,Scotland,S12000046,Glasgow City,449806,253000,253000,56.25,253000,252809,168335,84474,191,1,67,7,116,66.59,33.41,0.08
114,E12000008,South East,E06000035,Medway,192524,138975,138975,72.18,138973,138886,49889,88997,87,0,27,9,51,35.92,64.08,0.06
115,E12000008,South East,E06000036,Bracknell Forest,85298,64928,64922,76.11,64922,64890,29888,35002,32,0,10,0,22,46.06,53.94,0.05
116,E12000008,South East,E06000037,West Berkshire,116757,93347,93345,79.95,93345,93277,48300,44977,68,0,27,4,37,51.78,48.22,0.07
117,E12000008,South East,E06000038,Reading,103172,74832,74825,72.53,74826,74767,43385,31382,59,0,32,0,27,58.03,41.97,0.08
118,E12000008,South East,E06000039,Slough,87873,54605,54604,62.13,54598,54542,24911,29631,56,1,32,2,21,45.67,54.33,0.1
119,E12000008,South East,E06000040,Windsor and Maidenhead,102665,81866,81865,79.73,81855,81792,44086,37706,63,0,14,2,47,53.9,46.1,0.08
120,E12000008,South East,E06000041,Wokingham,121891,97559,97551,80.03,97551,97501,55272,42229,50,0,23,2,25,56.69,43.31,0.05
121,E12000008,South East,E06000042,Milton Keynes,177211,130535,130536,73.66,130534,130456,63393,67063,78,0,32,1,45,48.59,51.41,0.06
122,E12000008,South East,E06000043,Brighton and Hove,198293,146846,146840,74.05,146829,146675,100648,46027,154,0,49,6,99,68.62,31.38,0.1
123,E12000008,South East,E06000044,Portsmouth,140517,98799,98786,70.3,98786,98720,41384,57336,66,0,27,0,39,41.92,58.08,0.07
124,E12000008,South East,E06000045,Southampton,158171,107775,107772,68.14,107775,107665,49738,57927,110,0,42,25,43,46.2,53.8,0.1
125,E12000008,South East,E06000046,Isle of Wight,109844,79431,79430,72.31,79430,79380,30207,49173,50,0,24,2,24,38.05,61.95,0.06
180,E12000008,South East,E07000004,Aylesbury Vale,136235,106908,106895,78.46,106895,106833,52877,53956,62,0,25,2,35,49.5,50.5,0.06
181,E12000008,South East,E07000005,Chiltern,70185,58655,58651,83.57,58651,58604,32241,26363,47,0,15,0,32,55.02,44.98,0.08
182,E12000008,South East,E07000006,South Bucks,52194,40755,40755,78.08,40755,40724,20077,20647,31,0,10,5,16,49.3,50.7,0.08
183,E12000008,South East,E07000007,Wycombe,125260,94869,94869,75.74,94869,94790,49261,45529,79,0,26,1,52,51.97,48.03,0.08
217,E12000008,South East,E07000061,Eastbourne,71726,53600,53598,74.73,53598,53545,22845,30700,53,2,15,5,31,42.67,57.33,0.1
218,E12000008,South East,E07000062,Hastings,61957,44390,44387,71.64,44387,44350,20011,24339,37,0,12,4,21,45.12,54.88,0.08
219,E12000008,South East,E07000063,Lewes,76428,59528,59531,77.89,59531,59482,30974,28508,49,0,20,0,29,52.07,47.93,0.08
220,E12000008,South East,E07000064,Rother,72755,57717,57715,79.33,57715,57669,23916,33753,46,0,16,0,30,41.47,58.53,0.08
221,E12000008,South East,E07000065,Wealden,121141,96966,96958,80.03,96944,96892,44084,52808,52,1,16,0,35,45.5,54.5,0.05
240,E12000008,South East,E07000084,Basingstoke and Deane,128677,100395,100395,78.02,100395,100328,48257,52071,67,0,25,2,40,48.1,51.9,0.07
241,E12000008,South East,E07000085,East Hampshire,90588,73971,73971,81.65,73967,73922,37346,36576,45,0,12,1,32,50.52,49.48,0.06
242,E12000008,South East,E07000086,Eastleigh,97280,76148,76148,78.28,76148,76074,36172,39902,74,0,29,1,44,47.55,52.45,0.1
243,E12000008,South East,E07000087,Fareham,90175,71772,71772,79.59,71772,71735,32210,39525,37,0,9,4,24,44.9,55.1,0.05
244,E12000008,South East,E07000088,Gosport,62781,46150,46150,73.51,46150,46127,16671,29456,23,0,10,3,10,36.14,63.86,0.05
245,E12000008,South East,E07000089,Hart,69946,57836,57822,82.67,57827,57795,30282,27513,32,0,9,0,23,52.4,47.6,0.06
246,E12000008,South East,E07000090,Havant,95366,70672,70670,74.1,70670,70629,26582,44047,41,0,24,0,17,37.64,62.36,0.06
247,E12000008,South East,E07000091,New Forest,141061,111786,111786,79.25,111786,111740,47199,64541,46,0,8,2,36,42.24,57.76,0.04
248,E12000008,South East,E07000092,Rushmoor,65790,48803,48800,74.18,48800,48780,20384,28396,20,0,6,1,13,41.79,58.21,0.04
249,E12000008,South East,E07000093,Test Valley,94559,75316,75316,79.65,75316,75261,36170,39091,55,0,13,4,38,48.06,51.94,0.07
250,E12000008,South East,E07000094,Winchester,89595,72801,72801,81.26,72801,72764,42878,29886,37,0,12,2,23,58.93,41.07,0.05
261,E12000008,South East,E07000105,Ashford,90516,69828,69828,77.14,69827,69786,28314,41472,41,0,13,0,28,40.57,59.43,0.06
262,E12000008,South East,E07000106,Canterbury,109399,82105,82105,75.05,82105,82048,40169,41879,57,0,21,1,35,48.96,51.04,0.07
263,E12000008,South East,E07000107,Dartford,73951,55884,55883,75.57,55883,55855,19985,35870,28,0,9,1,18,35.78,64.22,0.05
264,E12000008,South East,E07000108,Dover,85011,65057,65057,76.53,65057,65016,24606,40410,41,0,10,0,31,37.85,62.15,0.06
265,E12000008,South East,E07000109,Gravesham,72808,54554,54553,74.93,54553,54519,18876,35643,34,0,6,0,28,34.62,65.38,0.06
266,E12000008,South East,E07000110,Maidstone,117298,89177,89173,76.02,89173,89127,36762,52365,46,3,8,1,34,41.25,58.75,0.05
267,E12000008,South East,E07000111,Sevenoaks,87253,70399,70393,80.68,70393,70349,32091,38258,44,0,18,4,22,45.62,54.38,0.06
268,E12000008,South East,E07000112,Shepway,80879,60659,60659,75.0,60659,60613,22884,37729,46,0,13,2,31,37.75,62.25,0.08
269,E12000008,South East,E07000113,Swale,102209,75913,75913,74.27,75913,75869,28481,47388,44,0,16,0,28,37.54,62.46,0.06
270,E12000008,South East,E07000114,Thanet,99108,72149,72146,72.8,72146,72102,26065,46037,44,0,14,1,29,36.15,63.85,0.06
271,E12000008,South East,E07000115,Tonbridge and Malling,93019,74070,74066,79.62,74066,74021,32792,41229,45,0,15,1,29,44.3,55.7,0.06
272,E12000008,South East,E07000116,Tunbridge Wells,82181,65051,65047,79.14,65039,64996,35676,29320,43,0,13,2,28,54.89,45.11,0.07
327,E12000008,South East,E07000177,Cherwell,108342,81909,81912,75.6,81908,81836,40668,41168,72,0,29,1,42,49.69,50.31,0.09
328,E12000008,South East,E07000178,Oxford,97331,70421,70411,72.34,70411,70337,49424,20913,74,0,29,1,44,70.27,29.73,0.11
329,E12000008,South East,E07000179,South Oxfordshire,104231,84167,84167,80.75,84167,84110,46245,37865,57,0,18,0,39,54.98,45.02,0.07
330,E12000008,South East,E07000180,Vale of White Horse,94487,76706,76706,81.18,76706,76654,43462,33192,52,0,13,0,39,56.7,43.3,0.07
331,E12000008,South East,E07000181,West Oxfordshire,82441,65721,65719,79.72,65719,65671,35236,30435,48,0,8,1,39,53.66,46.34,0.07
352,E12000008,South East,E07000207,Elmbridge,98613,77069,77063,78.14,77058,77003,45841,31162,55,0,16,3,36,59.53,40.47,0.07
353,E12000008,South East,E07000208,Epsom and Ewell,56382,45348,45343,80.42,45343,45303,23596,21707,40,0,11,5,24,52.08,47.92,0.09
354,E12000008,South East,E07000209,Guildford,102209,78672,78671,76.96,78657,78613,44155,34458,44,0,19,6,19,56.17,43.83,0.06
355,E12000008,South East,E07000210,Mole Valley,66730,54832,54830,82.17,54829,54796,29088,25708,33,0,11,0,22,53.08,46.92,0.06
356,E12000008,South East,E07000211,Reigate and Banstead,103731,81200,81200,78.28,81200,81161,40181,40980,39,1,9,1,28,49.51,50.49,0.05
357,E12000008,South East,E07000212,Runnymede,58272,44328,44326,76.07,44326,44294,20259,24035,32,0,10,2,20,45.74,54.26,0.07
358,E12000008,South East,E07000213,Spelthorne,72674,56635,56639,77.93,56638,56609,22474,34135,29,0,13,2,14,39.7,60.3,0.05
359,E12000008,South East,E07000214,Surrey Heath,65569,52330,52330,79.81,52330,52305,25638,26667,25,0,8,1,16,49.02,50.98,0.05
360,E12000008,South East,E07000215,Tandridge,64044,51468,51466,80.36,51466,51420,24251,27169,46,0,16,0,30,47.16,52.84,0.09
361,E12000008,South East,E07000216,Waverley,92291,75999,75999,82.35,75999,75942,44341,31601,57,0,19,1,37,58.39,41.61,0.08
362,E12000008,South East,E07000217,Woking,71313,55261,55261,77.49,55261,55221,31007,24214,40,0,18,1,21,56.15,43.85,0.07
368,E12000008,South East,E07000223,Adur,48755,37253,37251,76.4,37251,37229,16914,20315,22,0,8,0,14,45.43,54.57,0.06
369,E12000008,South East,E07000224,Arun,117138,91203,91198,77.86,91199,91129,34193,56936,70,0,22,2,46,37.52,62.48,0.08
370,E12000008,South East,E07000225,Chichester,91659,71411,71406,77.91,71407,71337,35011,36326,70,3,27,1,39,49.08,50.92,0.1
371,E12000008,South East,E07000226,Crawley,73575,53884,53883,73.24,53884,53835,22388,31447,49,0,19,9,21,41.59,58.41,0.09
372,E12000008,South East,E07000227,Horsham,104270,85131,85133,81.65,85132,85088,43785,41303,44,2,16,5,21,51.46,48.54,0.05
373,E12000008,South East,E07000228,Mid Sussex,108416,87588,87588,80.79,87588,87528,46471,41057,60,0,40,2,18,53.09,46.91,0.07
374,E12000008,South East,E07000229,Worthing,81384,61420,61416,75.46,61416,61366,28851,32515,50,0,11,1,38,47.01,52.99,0.08
96,E12000009,South West,E06000022,Bath and North East Somerset,136522,105300,105298,77.13,105300,105230,60878,44352,70,0,20,5,45,57.85,42.15,0.07
97,E12000009,South West,E06000023,"Bristol, City of",312465,228704,228678,73.17,228646,228445,141027,87418,201,0,63,6,132,61.73,38.27,0.09
98,E12000009,South West,E06000024,North Somerset,160860,124637,124622,77.47,124622,124548,59572,64976,74,0,33,0,41,47.83,52.17,0.06
99,E12000009,South West,E06000025,South Gloucestershire,207793,158444,158424,76.24,158427,158333,74928,83405,94,0,28,4,62,47.32,52.68,0.06
102,E12000009,South West,E06000026,Plymouth,186989,133537,133524,71.41,133523,133455,53458,79997,68,1,18,1,48,40.06,59.94,0.05
103,E12000009,South West,E06000027,Torbay,102961,75873,75868,73.69,75868,75824,27935,47889,44,0,18,0,26,36.84,63.16,0.06
104,E12000009,South West,E06000028,Bournemouth,132752,92002,91998,69.3,91997,91926,41473,50453,71,0,31,1,39,45.12,54.88,0.08
105,E12000009,South West,E06000029,Poole,113421,85500,85494,75.38,85493,85448,35741,49707,45,2,12,0,31,41.83,58.17,0.05
106,E12000009,South West,E06000030,Swindon,148960,113064,113060,75.9,113060,112965,51220,61745,95,0,33,5,57,45.34,54.66,0.08
100,E12000009,South West,E06000052,Cornwall,419755,323528,323491,77.05,323442,323205,140540,182665,237,0,71,0,166,43.48,56.52,0.07
101,E12000009,South West,E06000053,Isles of Scilly,1799,1424,1424,79.16,1424,1424,803,621,0,0,0,0,0,56.39,43.61,0.0
107,E12000009,South West,E06000054,Wiltshire,366555,289110,289102,78.87,289102,288895,137258,151637,207,0,70,9,128,47.51,52.49,0.07
203,E12000009,South West,E07000040,East Devon,112527,88831,88831,78.94,88831,88783,40743,48040,48,0,23,0,25,45.89,54.11,0.05
204,E12000009,South West,E07000041,Exeter,86417,63888,63877,73.91,63867,63803,35270,28533,64,0,19,3,42,55.28,44.72,0.1
205,E12000009,South West,E07000042,Mid Devon,60532,48049,48049,79.38,48049,48006,22400,25606,43,0,7,3,33,46.66,53.34,0.09
206,E12000009,South West,E07000043,North Devon,75548,58054,58056,76.85,58056,58031,24931,33100,25,0,10,1,14,42.96,57.04,0.04
207,E12000009,South West,E07000044,South Hams,69121,55488,55486,80.27,55485,55450,29308,26142,35,0,15,0,20,52.85,47.15,0.06
208,E12000009,South West,E07000045,Teignbridge,103740,82383,82377,79.4,82369,82312,37949,44363,57,0,19,0,38,46.1,53.9,0.07
209,E12000009,South West,E07000046,Torridge,52881,41462,41461,78.41,41462,41429,16229,25200,33,0,11,1,21,39.17,60.83,0.08
210,E12000009,South West,E07000047,West Devon,43823,35613,35613,81.26,35612,35595,16658,18937,17,0,5,1,11,46.8,53.2,0.05
211,E12000009,South West,E07000048,Christchurch,39176,31071,31066,79.3,31066,31050,12782,18268,16,0,6,2,8,41.17,58.83,0.05
212,E12000009,South West,E07000049,East Dorset,71966,58530,58530,81.33,58530,58488,24786,33702,42,0,12,2,28,42.38,57.62,0.07
213,E12000009,South West,E07000050,North Dorset,52980,42228,42223,79.71,42228,42201,18399,23802,27,0,0,0,27,43.6,56.4,0.06
214,E12000009,South West,E07000051,Purbeck,36418,28736,28736,78.91,28736,28720,11754,16966,16,0,6,0,10,40.93,59.07,0.06
215,E12000009,South West,E07000052,West Dorset,82071,65237,65237,79.49,65237,65191,31924,33267,46,0,14,1,31,48.97,51.03,0.07
216,E12000009,South West,E07000053,Weymouth and Portland,50442,38273,38271,75.87,38271,38255,14903,23352,16,0,6,0,10,38.96,61.04,0.04
234,E12000009,South West,E07000078,Cheltenham,87060,66060,66059,75.88,66057,66013,37081,28932,44,0,18,2,24,56.17,43.83,0.07
235,E12000009,South West,E07000079,Cotswold,68734,54847,54847,79.8,54847,54821,28015,26806,26,0,10,2,14,51.1,48.9,0.05
236,E12000009,South West,E07000080,Forest of Dean,66705,51679,51678,77.47,51677,51643,21392,30251,34,0,17,1,16,41.42,58.58,0.07
237,E12000009,South West,E07000081,Gloucester,89661,64605,64608,72.06,64606,64577,26801,37776,29,0,14,1,14,41.5,58.5,0.04
238,E12000009,South West,E07000082,Stroud,92631,74129,74128,80.03,74128,74064,40446,33618,64,0,20,5,39,54.61,45.39,0.09
239,E12000009,South West,E07000083,Tewkesbury,67831,53687,53686,79.15,53686,53652,25084,28568,34,0,16,2,16,46.75,53.25,0.06
332,E12000009,South West,E07000187,Mendip,85068,65529,65509,77.01,65509,65455,33427,32028,54,0,16,5,33,51.07,48.93,0.08
333,E12000009,South West,E07000188,Sedgemoor,89714,68451,68448,76.3,68450,68414,26545,41869,36,1,13,1,21,38.8,61.2,0.05
334,E12000009,South West,E07000189,South Somerset,126495,99535,99535,78.69,99535,99467,42527,56940,68,0,22,0,46,42.75,57.25,0.07
335,E12000009,South West,E07000190,Taunton Deane,84164,65789,65785,78.16,65786,65733,30944,34789,53,0,21,1,31,47.08,52.92,0.08
336,E12000009,South West,E07000191,West Somerset,27478,21755,21752,79.17,21753,21734,8566,13168,19,1,10,0,8,39.41,60.59,0.09
382,E12000009,South West,GI,Gibraltar,24119,20172,20172,83.64,20172,20145,19322,823,27,0,8,0,19,95.91,4.09,0.13
126,W92000004,Wales,W06000001,Isle of Anglesey,51445,37980,37981,73.82,37978,37951,18618,19333,27,0,11,0,16,49.06,50.94,0.07
127,W92000004,Wales,W06000002,Gwynedd,84575,61245,61245,72.42,61245,61182,35517,25665,63,14,17,2,30,58.05,41.95,0.1
128,W92000004,Wales,W06000003,Conwy,91368,65558,65558,71.75,65554,65504,30147,35357,50,0,19,0,31,46.02,53.98,0.08
129,W92000004,Wales,W06000004,Denbighshire,75362,52108,52108,69.14,52108,52072,23955,28117,36,1,10,0,25,46.0,54.0,0.07
130,W92000004,Wales,W06000005,Flintshire,115964,86857,86854,74.9,86854,86797,37867,48930,57,0,22,2,33,43.63,56.37,0.07
131,W92000004,Wales,W06000006,Wrexham,98384,70409,70407,71.56,70407,70366,28822,41544,41,0,17,0,24,40.96,59.04,0.06
133,W92000004,Wales,W06000008,Ceredigion,53400,39775,39772,74.48,39772,39742,21711,18031,30,0,8,1,21,54.63,45.37,0.08
134,W92000004,Wales,W06000009,Pembrokeshire,92155,68556,68555,74.39,68555,68522,29367,39155,33,0,15,0,18,42.86,57.14,0.05
135,W92000004,Wales,W06000010,Carmarthenshire,139227,103129,103126,74.07,103126,103035,47654,55381,91,0,30,0,61,46.25,53.75,0.09
136,W92000004,Wales,W06000011,Swansea,172941,120371,120362,69.6,120362,120243,58307,61936,119,0,52,3,64,48.49,51.51,0.1
137,W92000004,Wales,W06000012,Neath Port Talbot,105766,75695,75694,71.57,75694,75652,32651,43001,42,1,17,0,24,43.16,56.84,0.06
138,W92000004,Wales,W06000013,Bridgend,104492,74379,74380,71.18,74378,74345,33723,40622,33,0,12,1,20,45.36,54.64,0.04
139,W92000004,Wales,W06000014,Vale of Glamorgan,95011,72348,72347,76.15,72348,72309,36681,35628,39,0,12,0,27,50.73,49.27,0.05
147,W92000004,Wales,W06000015,Cardiff,243689,169762,169753,69.66,169745,169604,101788,67816,141,0,56,3,82,60.02,39.98,0.08
140,W92000004,Wales,W06000016,Rhondda Cynon Taf,172890,116645,116645,67.47,116645,116563,53973,62590,82,0,34,0,48,46.3,53.7,0.07
142,W92000004,Wales,W06000018,Caerphilly,130801,92531,92528,70.74,92525,92473,39178,53295,52,1,19,3,29,42.37,57.63,0.06
143,W92000004,Wales,W06000019,Blaenau Gwent,51136,34812,34812,68.08,34812,34802,13215,21587,10,0,3,0,7,37.97,62.03,0.03
144,W92000004,Wales,W06000020,Torfaen,68957,48177,48172,69.86,48172,48144,19363,28781,28,0,11,2,15,40.22,59.78,0.06
145,W92000004,Wales,W06000021,Monmouthshire,71607,55670,55670,77.74,55670,55630,28061,27569,40,19,0,0,21,50.44,49.56,0.07
146,W92000004,Wales,W06000022,Newport,104977,73708,73708,70.21,73708,73649,32413,41236,59,3,29,2,25,44.01,55.99,0.08
132,W92000004,Wales,W06000023,Powys,103270,79519,79517,77.0,79515,79469,36762,42707,46,0,17,7,22,46.26,53.74,0.06
141,W92000004,Wales,W06000024,Merthyr Tydfil,42855,28881,28881,67.39,28881,28865,12574,16291,16,0,7,1,8,43.56,56.44,0.06
92,E12000005,West Midlands,E06000019,"Herefordshire, County of",138247,108336,108336,78.36,108336,108270,44148,64122,66,0,22,1,43,40.78,59.22,0.06
93,E12000005,West Midlands,E06000020,Telford and Wrekin,124338,89707,89704,72.15,89704,89603,32954,56649,101,0,11,0,90,36.78,63.22,0.11
95,E12000005,West Midlands,E06000021,Stoke-on-Trent,179010,117691,117680,65.74,117674,117590,36027,81563,84,0,19,6,59,30.64,69.36,0.07
94,E12000005,West Midlands,E06000051,Shropshire,236788,183328,183324,77.42,183323,183153,78987,104166,170,0,42,0,128,43.13,56.87,0.09
337,E12000005,West Midlands,E07000192,Cannock Chase,75010,53610,53610,71.47,53607,53578,16684,36894,29,0,15,2,12,31.14,68.86,0.05
338,E12000005,West Midlands,E07000193,East Staffordshire,83558,62164,62160,74.39,62161,62116,22850,39266,45,0,9,1,35,36.79,63.21,0.07
339,E12000005,West Midlands,E07000194,Lichfield,80369,63324,63318,78.78,63318,63278,26064,37214,40,0,16,1,23,41.19,58.81,0.06
340,E12000005,West Midlands,E07000195,Newcastle-under-Lyme,92816,68966,68966,74.3,68966,68934,25477,43457,32,0,13,0,19,36.96,63.04,0.05
341,E12000005,West Midlands,E07000196,South Staffordshire,85777,66741,66741,77.81,66739,66692,23444,43248,47,0,6,2,39,35.15,64.85,0.07
342,E12000005,West Midlands,E07000197,Stafford,99612,77524,77527,77.83,77527,77484,34098,43386,43,0,11,3,29,44.01,55.99,0.06
343,E12000005,West Midlands,E07000198,Staffordshire Moorlands,79347,59794,59793,75.36,59793,59760,21076,38684,33,0,13,0,20,35.27,64.73,0.06
344,E12000005,West Midlands,E07000199,Tamworth,56825,42152,42151,74.18,42151,42129,13705,28424,22,0,12,0,10,32.53,67.47,0.05
363,E12000005,West Midlands,E07000218,North Warwickshire,49790,37975,37975,76.27,37975,37954,12569,25385,21,0,9,0,12,33.12,66.88,0.06
364,E12000005,West Midlands,E07000219,Nuneaton and Bedworth,93978,69878,69876,74.35,69876,69831,23736,46095,45,0,20,2,23,33.99,66.01,0.06
365,E12000005,West Midlands,E07000220,Rugby,74137,58599,58593,79.03,58593,58549,25350,33199,44,0,13,2,29,43.3,56.7,0.08
366,E12000005,West Midlands,E07000221,Stratford-on-Avon,98014,79223,79217,80.82,79217,79158,38341,40817,59,0,9,0,50,48.44,51.56,0.07
367,E12000005,West Midlands,E07000222,Warwick,103099,81695,81695,79.22,81680,81618,47976,33642,62,0,33,0,29,58.78,41.22,0.08
375,E12000005,West Midlands,E07000234,Bromsgrove,74170,58855,58855,79.35,58855,58815,26252,32563,40,0,11,2,27,44.63,55.37,0.07
376,E12000005,West Midlands,E07000235,Malvern Hills,60217,48538,48538,80.61,48538,48497,23203,25294,41,0,10,0,31,47.84,52.16,0.08
377,E12000005,West Midlands,E07000236,Redditch,61038,45914,45913,75.22,45912,45882,17303,28579,30,0,7,0,23,37.71,62.29,0.07
378,E12000005,West Midlands,E07000237,Worcester,73516,54293,54289,73.85,54290,54239,25125,29114,51,7,22,2,20,46.32,53.68,0.09
379,E12000005,West Midlands,E07000238,Wychavon,94497,76428,76425,80.88,76425,76389,32188,44201,36,0,15,0,21,42.14,57.86,0.05
380,E12000005,West Midlands,E07000239,Wyre Forest,77878,57668,57666,74.05,57666,57632,21240,36392,34,0,6,0,28,36.85,63.15,0.06
58,E12000005,West Midlands,E08000025,Birmingham,707293,451422,451336,63.81,451316,450702,223451,227251,614,0,311,17,286,49.58,50.42,0.14
59,E12000005,West Midlands,E08000026,Coventry,221389,153241,153234,69.21,153234,153064,67967,85097,170,0,85,0,85,44.4,55.6,0.11
60,E12000005,West Midlands,E08000027,Dudley,244516,175351,175333,71.71,175333,175226,56780,118446,107,0,41,2,64,32.4,67.6,0.06
61,E12000005,West Midlands,E08000028,Sandwell,221429,147428,147418,66.58,147418,147254,49004,98250,164,0,90,2,72,33.28,66.72,0.11
62,E12000005,West Midlands,E08000029,Solihull,160425,122026,122017,76.06,122020,121950,53466,68484,70,0,25,0,45,43.84,56.16,0.06
63,E12000005,West Midlands,E08000030,Walsall,194729,135690,135684,69.68,135685,135579,43572,92007,106,0,59,3,44,32.14,67.86,0.08
64,E12000005,West Midlands,E08000031,Wolverhampton,174760,118038,118037,67.54,118037,117936,44138,73798,101,0,45,7,49,37.43,62.57,0.09
83,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",180230,113439,113439,62.94,113436,113355,36709,76646,81,0,23,4,54,32.38,67.62,0.07
84,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,266047,199056,199039,74.81,199036,198915,78779,120136,121,0,36,3,82,39.6,60.4,0.06
85,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,116302,79016,79013,67.94,79011,78982,23797,55185,29,1,4,1,23,30.13,69.87,0.04
86,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,123611,88912,88907,71.92,88906,88862,29947,58915,44,0,11,3,30,33.7,66.3,0.05
87,E12000003,Yorkshire and The Humber,E06000014,York,155157,109695,109691,70.69,109681,109600,63617,45983,81,0,20,5,56,58.04,41.96,0.07
313,E12000003,Yorkshire and The Humber,E07000163,Craven,44320,35907,35907,81.02,35907,35891,16930,18961,16,0,6,0,10,47.17,52.83,0.04
314,E12000003,Yorkshire and The Humber,E07000164,Hambleton,70133,55016,55016,78.45,55016,54982,25480,29502,34,0,18,1,15,46.34,53.66,0.06
315,E12000003,Yorkshire and The Humber,E07000165,Harrogate,119987,94669,94665,78.89,94653,94585,48211,46374,68,2,25,3,38,50.97,49.03,0.07
316,E12000003,Yorkshire and The Humber,E07000166,Richmondshire,36794,27652,27652,75.15,27652,27636,11945,15691,16,0,6,0,10,43.22,56.78,0.06
317,E12000003,Yorkshire and The Humber,E07000167,Ryedale,41529,32069,32069,77.22,32069,32050,14340,17710,19,0,5,2,12,44.74,55.26,0.06
318,E12000003,Yorkshire and The Humber,E07000168,Scarborough,82900,60540,60539,73.03,60539,60511,22999,37512,28,0,6,0,22,38.01,61.99,0.05
319,E12000003,Yorkshire and The Humber,E07000169,Selby,65278,51641,51639,79.1,51636,51603,21071,30532,33,0,7,2,24,40.83,59.17,0.06
49,E12000003,Yorkshire and The Humber,E08000016,Barnsley,175809,122982,122972,69.95,122972,122909,38951,83958,63,0,17,1,45,31.69,68.31,0.05
50,E12000003,Yorkshire and The Humber,E08000017,Doncaster,217432,151254,151246,69.56,151246,151182,46922,104260,64,0,19,0,45,31.04,68.96,0.04
51,E12000003,Yorkshire and The Humber,E08000018,Rotherham,197623,137478,137474,69.56,137470,137387,44115,93272,83,0,30,4,49,32.11,67.89,0.06
52,E12000003,Yorkshire and The Humber,E08000019,Sheffield,396406,266954,266951,67.34,266951,266753,130735,136018,198,0,76,6,116,49.01,50.99,0.07
65,E12000003,Yorkshire and The Humber,E08000032,Bradford,342817,228729,228729,66.72,228727,228488,104575,123913,239,0,121,5,113,45.77,54.23,0.1
66,E12000003,Yorkshire and The Humber,E08000033,Calderdale,149195,106005,106008,71.05,106004,105925,46950,58975,79,0,22,15,42,44.32,55.68,0.07
67,E12000003,Yorkshire and The Humber,E08000034,Kirklees,307081,217460,217449,70.8,217428,217240,98485,118755,188,0,86,7,95,45.33,54.67,0.09
68,E12000003,Yorkshire and The Humber,E08000035,Leeds,543033,387730,387730,71.39,387677,387337,194863,192474,340,39,116,8,177,50.31,49.69,0.09
69,E12000003,Yorkshire and The Humber,E08000036,Wakefield,246096,175261,175259,71.17,175155,175042,58877,116165,113,0,46,4,63,33.64,66.36,0.06
